Entity,Code,Year,Annual CO2 emissions,Population,GDP per capita,Annual nitrous oxide emissions,Annual methane emissions,Annual greenhouse gas emissions,Per Capita CO2,GDP,Carbon emission intensity of economies,CO2 Global Share,Nitrous oxide per population,Methane per population
Argentina,ARG,2018,180599330.0,44413590,18556.383,45198476.0,136345680.0,401360500.0,4.066307857572423,824155586444.9701,0.00021913256789172884,0.49040577019109327,1.0176722034854646,3.0699090075807876
Australia,AUS,1950,54738652.0,8177169,11815.0,46646176.0,85327360.0,270581150.0,6.694083490264173,96613251735.0,0.0005665749885962059,0.9118136243035464,5.704440742266669,10.434828973205763
Australia,AUS,1951,59029376.0,8419836,11966.0,47538360.0,88992070.0,300777660.0,7.010751278290931,100751757576.0,0.0005858892928539973,,5.645995955265637,10.569335317219956
Australia,AUS,1952,60201350.0,8632790,11824.0,48498532.0,92057640.0,319776450.0,6.973568220702693,102074108960.0,0.0005897808035100383,,5.617944140886086,10.663718218559701
Australia,AUS,1953,59434624.0,8819163,11963.0,49519148.0,94985820.0,334781020.0,6.739259043063384,105503646969.0,0.0005633418910861309,,5.61494872019034,10.770389434915762
Australia,AUS,1954,67838560.0,9003364,12419.0,50592650.0,98685730.0,356776420.0,7.534801436440868,111812777516.0,0.0006067156322120032,,5.619305184151169,10.960984138817446
Australia,AUS,1955,70674170.0,9209844,12795.0,51711484.0,101692340.0,372323420.0,7.673764072442487,117839953980.0,0.0005997470943683069,,5.614805636230104,11.04170059775171
Australia,AUS,1956,73029530.0,9429808,12924.0,52868096.0,104786880.0,386868600.0,7.744540503899973,121870838592.0,0.0005992371172934055,,5.606487003765082,11.112302604676575
Australia,AUS,1957,74516376.0,9644190,12895.0,54054936.0,108050216.0,399632900.0,7.7265561960102405,124361830050.0,0.0005991900888724499,,5.604922341845194,11.203658990542493
Australia,AUS,1958,77608260.0,9853146,13238.0,55264452.0,111599000.0,410023420.0,7.876495486822178,130435946748.0,0.0005949913496617449,,5.608812860379822,11.326230221291757
Australia,AUS,1959,83708160.0,10065683,13753.0,56489090.0,115916060.0,424620670.0,8.316192751152604,138433338299.0,0.0006046820876283432,,5.612047389133951,11.515965682606932
Australia,AUS,1960,88118900.0,10286648,14013.0,56377324.0,119786010.0,423702880.0,8.566337644682699,144146798424.0,0.0006113136119804966,0.9386665570192725,5.480631202700821,11.64480499381334
Australia,AUS,1961,90503896.0,10505940,13793.0,56328572.0,121237350.0,418049540.0,8.614545295328167,144908430420.0,0.0006245592181054279,,5.361592775134828,11.539886007344416
Australia,AUS,1962,94823460.0,10711943,14389.0,57849788.0,124737944.0,394817950.0,8.852125146670403,154134147827.0,0.0006152008580631318,,5.400494382765106,11.644754271003869
Australia,AUS,1963,100934264.0,10917377,14983.0,58766110.0,127102270.0,416141860.0,9.245285199915694,163575059591.0,0.0006170516718891874,,5.382804862376741,11.642198487786947
Australia,AUS,1964,108875770.0,11131608,15699.0,60223040.0,130747030.0,440531230.0,9.78077650596392,174755113992.0,0.0006230190780281494,,5.410093492332824,11.745565420557389
Australia,AUS,1965,120852670.0,11359442,16182.0,60918900.0,133499380.0,468914700.0,10.638961843372236,183818490444.0,0.0006574565469887675,,5.362842646672258,11.752283254758465
Australia,AUS,1966,120219300.0,11592675,16324.0,59611364.0,129826140.0,448571260.0,10.37028123362382,189238826700.0,0.0006352781936794792,,5.142157784980602,11.198980390634603
Australia,AUS,1967,129144210.0,11809114,17108.0,60815084.0,133912270.0,531644800.0,10.935977923491974,202030322312.0,0.0006392318168980579,,5.149843078828776,11.33973895077988
Australia,AUS,1968,134496900.0,12027268,17770.0,62702440.0,137457710.0,477113380.0,11.182664259248234,213724552360.0,0.0006293001834129564,,5.213356848787273,11.428839034766666
Australia,AUS,1969,142123790.0,12268351,18428.0,64118676.0,143914750.0,448914240.0,11.584587855368664,226081172228.0,0.0006286405391452498,,5.2263483495051615,11.73056998450729
Australia,AUS,1970,147479760.0,12595038,19166.0,61417780.0,141201420.0,426481150.0,11.709354112309944,241396498308.0,0.0006109440734795963,0.9898823495930791,4.8763473361493626,11.210876854837595
Australia,AUS,1971,152629600.0,12993837,19590.0,56991896.0,137900110.0,418652030.0,11.746307114672902,254549266830.0,0.0005996073054963197,,4.386071335202989,10.612732020572523
Australia,AUS,1972,157335650.0,13300319,19772.0,72570030.0,160612980.0,434743140.0,11.82946439104205,262973907268.0,0.0005982937685131524,,5.456262364835009,12.075874270384041
Australia,AUS,1973,170827570.0,13513318,20527.0,56368676.0,142991470.0,422387520.0,12.641423076109065,277387878586.0,0.000615843673021341,,4.1713423749814815,10.581521873458465
Australia,AUS,1974,172189620.0,13713392,20698.0,62049572.0,150130300.0,427751260.0,12.55631137795813,283839787616.0,0.0006066437036408411,,4.524742820740485,10.947714467726147
Australia,AUS,1975,175714200.0,13886865,20993.0,69851680.0,157443470.0,464576770.0,12.653266233955613,291526956945.0,0.0006027373997978189,,5.030053939460058,11.33758195244211
Australia,AUS,1976,174075020.0,14038078,21613.0,83312080.0,172305000.0,491076320.0,12.400203218702732,303404979814.0,0.0005737381769630654,,5.934721263124482,12.274116157496774
Australia,AUS,1977,187605250.0,14193365,21592.0,80325150.0,168057680.0,541205950.0,13.217813393793508,306463137080.0,0.0006121625321319705,,5.659345053128698,11.840580440226825
Australia,AUS,1978,201820620.0,14355814,21948.0,64179100.0,146492320.0,507890370.0,14.058458823721177,315081405672.0,0.0006405348470804254,,4.470599855919002,10.204389664006513
Australia,AUS,1979,204870080.0,14520529,22826.0,78413450.0,161577120.0,535446940.0,14.108995615793336,331445594954.0,0.0006181107340661236,,5.400178602308497,11.127495423892615
Australia,AUS,1980,220531580.0,14706329,22972.0,83494984.0,165657680.0,557095100.0,14.995691990842854,337833789788.0,0.0006527812985740403,1.1308579346886405,5.6774864753807694,11.264380118247049
Australia,AUS,1981,230133360.0,14930055,23368.0,58382990.0,139986340.0,532743500.0,15.414099948057794,348885525240.0,0.0006596242702866224,,3.9104336856093296,9.376143624387185
Australia,AUS,1982,233889400.0,15168446,22972.0,75108360.0,158978370.0,546739900.0,15.419470128976956,348449541512.0,0.0006712288929556397,,4.9516186430699625,10.48086072891053
Australia,AUS,1983,224785710.0,15383079,22697.0,61069256.0,142381630.0,564122100.0,14.612530430351427,349149744063.0,0.0006438088923801131,,3.9698980938731445,9.255730273503763
Australia,AUS,1984,236362030.0,15579478,24009.0,61703492.0,145936720.0,535089280.0,15.171370311636885,374047687302.0,0.0006319034658518424,,3.960562221661085,9.367240673917316
Australia,AUS,1985,240988940.0,15785685,24927.0,84146900.0,169137870.0,561288260.0,15.266296014395321,393489769995.0,0.0006124401658601244,,5.330582739995129,10.71463607692666
Australia,AUS,1986,239723250.0,16012299,25116.0,70770840.0,157285040.0,517438560.0,14.971194954578353,402164901684.0,0.0005960819778061138,,4.419780070307206,9.822764363818088
Australia,AUS,1987,255851310.0,16259251,25971.0,58673496.0,144908020.0,495914050.0,15.735737765534218,422269007721.0,0.0006058964909142589,,3.608622315997213,8.912342887135454
Australia,AUS,1988,260880060.0,16525901,26702.0,59420308.0,142717390.0,491474800.0,15.786132326461352,441274608502.0,0.0005911966267119074,,3.5955865885920533,8.63598238909939
Australia,AUS,1989,277487040.0,16796586,27407.0,63291620.0,150050750.0,512300450.0,16.520442904290192,460344032502.0,0.0006027818770493011,,3.768124069974696,8.933407657960968
Australia,AUS,1990,278154140.0,17048002,27373.0,73260344.0,161569040.0,538045300.0,16.31593778555399,466654958746.0,0.000596059539895298,1.2222536941700046,4.297297947290246,9.477300624436811
Australia,AUS,1991,279528500.0,17271092,26861.275,72375780.0,162298560.0,530104600.0,16.18476121834103,463923551762.30005,0.0006025313846174848,,4.190573473871831,9.397122081221037
Australia,AUS,1992,284525380.0,17462500,27560.178,71592584.0,160640180.0,561275700.0,16.293507802433787,481269608325.0,0.0005911974807431863,,4.0997900644237655,9.199151324266285
Australia,AUS,1993,288870560.0,17631514,28622.477,71434280.0,159190200.0,563463040.0,16.383763753923798,504657603940.178,0.0005724090110693005,,4.051511401686775,9.028731168520185
Australia,AUS,1994,293696580.0,17805506,29844.172,71331000.0,157973200.0,564110850.0,16.494705626450603,531390583611.032,0.0005526943627871668,,4.006120354007351,8.87215448974042
Australia,AUS,1995,305002980.0,18003002,30690.062,71223256.0,157168540.0,636084500.0,16.941784486831697,552513247566.124,0.0005520283565028867,,3.956187751353913,8.730129563947168
Australia,AUS,1996,311886140.0,18211850,31740.469,66018724.0,149961760.0,635050800.0,17.12545073674558,578052660357.65,0.0005395462410068856,,3.6250421566178064,8.234295801909196
Australia,AUS,1997,320282620.0,18410254,32857.992,65048708.0,151299630.0,619962560.0,17.396969102110162,604923978649.968,0.000529459289603277,,3.533286830263178,8.218226103778905
Australia,AUS,1998,334076000.0,18601666,34337.14,69118750.0,154928080.0,665111600.0,17.959466641321267,638728009675.24,0.000523033270718565,,3.7157290105090586,8.32872066405235
Australia,AUS,1999,343488640.0,18800892,35551.02,84703840.0,171184460.0,689853300.0,18.269805496462613,668390887509.84,0.0005139038344458926,,4.505309641691468,9.10512437388609
Australia,AUS,2000,349635500.0,19017968,36603.047,92194560.0,181757420.0,735657000.0,18.384482506227794,696115576548.496,0.0005022664508292929,1.373617814642733,4.847760812301293,9.557141961749016
Australia,AUS,2001,357132350.0,19248146,37275.992,101695400.0,193973420.0,734899200.0,18.554116848448675,717493736310.8319,0.0004977497808361124,,5.283386773978128,10.077511880884527
Australia,AUS,2002,361540800.0,19475842,38567.066,95253700.0,187451760.0,703261100.0,18.563551706776014,751126083819.572,0.00048133170687072785,,4.890864282016665,9.624834705477689
Australia,AUS,2003,369279520.0,19699004,39523.656,58358820.0,144031780.0,686768600.0,18.74610107191206,778576657638.624,0.0004743007851275717,,2.9625264302702816,7.311627532031569
Australia,AUS,2004,382820900.0,19925060,40887.727,80272340.0,166125280.0,730357100.0,19.213036246816824,814690413738.62,0.0004698973911368764,,4.028712586059966,8.337504629848041
Australia,AUS,2005,386153540.0,20171732,41904.445,59553356.0,145940060.0,652591500.0,19.14330113051274,845285234148.74,0.0004568322317718977,,2.9523174311457243,7.234879979567446
Australia,AUS,2006,392384320.0,20467032,42650.984,77428420.0,165929810.0,681591360.0,19.17153009776894,872939054359.4879,0.0004494979552586393,,3.7830800284086132,8.107174992446389
Australia,AUS,2007,399624830.0,20830832,44033.582,73021656.0,162480740.0,698013630.0,19.18429518321688,917256149000.224,0.00043567419028542526,,3.505460367593575,7.800012020643247
Australia,AUS,2008,404233060.0,21247876,44421.64,58749630.0,144428590.0,726479100.0,19.024633803397574,943865498436.64,0.00042827400796993474,,2.7649648369559388,6.797318941432075
Australia,AUS,2009,407065000.0,21660898,44686.543,62647796.0,148974860.0,687925060.0,18.792618847104123,967950649895.614,0.00042054313414005025,,2.892206777392147,6.877593902154934
Australia,AUS,2010,405103330.0,22019166,45400.223,52604800.0,139479730.0,811250940.0,18.39775993332354,999675046674.018,0.0004052350124651049,1.2141803045028874,2.3890459793073,6.334469252831829
Australia,AUS,2011,403828770.0,22357032,46132.0,101773020.0,192499630.0,826610100.0,18.06271825347837,1031374600224.0,0.0003915442264258729,,4.552170431209294,8.61024978628648
Australia,AUS,2012,406150900.0,22729272,46999.0,101453150.0,191711170.0,777675970.0,17.869067693853108,1068253054728.0,0.0003802010190398329,,4.4635459507898005,8.434549509548743
Australia,AUS,2013,397887460.0,23111788,47250.0,62638508.0,142827950.0,675925570.0,17.21578010320967,1092031983000.0,0.0003643551344594639,,2.7102406789124234,6.179874529828674
Australia,AUS,2014,393952900.0,23469578,47867.0,74301416.0,152143800.0,665306500.0,16.785683151184056,1123418290126.0,0.0003506733898339995,,3.1658607581269678,6.482596321075735
Australia,AUS,2015,401793060.0,23820240,48357.0,71115580.0,152091340.0,650599200.0,16.867716698068534,1151875345680.0,0.0003488164422538316,,2.985510641370532,6.384962536061769
Australia,AUS,2016,411264300.0,24195706,48845.0,58032710.0,131232150.0,646500160.0,16.99740854844244,1181839259570.0,0.0003479866628814093,1.1577021179089515,2.398471447784991,5.423778500201648
Australia,AUS,2017,414358300.0,24590336,49265.613,78380520.0,151146940.0,680855550.0,16.8504529584305,1211457976915.968,0.00034203274723143095,1.1479106823422849,3.187452176334638,6.14659921686308
Australia,AUS,2018,416283800.0,24979228,49830.8,76706080.0,151289950.0,658960260.0,16.665198780362626,1244734914622.4001,0.00033443570603647994,1.1303916662208826,3.0707946618686535,6.056630333011093
Brazil,BRA,1950,19659072.0,53955360,2236.0,23788108.0,103934670.0,613686900.0,0.36435809157792665,120644184960.0,0.00016295084596508347,0.3274726182655059,0.44088498343816074,1.9263085261594028
Brazil,BRA,1951,21659348.0,55591060,2279.0,24747866.0,107412240.0,682095000.0,0.3896192661194084,126692025740.0,0.0001709606257654271,,0.4451770842290109,1.9321854988913685
Brazil,BRA,1952,24934310.0,57283340,2377.0,26152960.0,111078390.0,732113100.0,0.4352803101215816,136162499180.0,0.00018312171229347142,,0.4565543838749626,1.939104633214474
Brazil,BRA,1953,25218440.0,59025680,2418.0,27904690.0,114756520.0,771303800.0,0.4272452261456369,142724094240.0,0.00017669364191300123,,0.4727550788063772,1.9441795503245367
Brazil,BRA,1954,29675626.0,60827596,2531.0,29904346.0,118653680.0,812349950.0,0.487864521228161,153954645476.0,0.0001927556385729597,,0.49162465667720945,1.9506554229103514
Brazil,BRA,1955,34023692.0,62701036,2675.0,32053230.0,122638040.0,854427140.0,0.5426336496258212,167725271300.0,0.0002028537007946995,,0.5112073427303497,1.955917283408204
Brazil,BRA,1956,36608456.0,64644890,2672.0,34252640.0,126666760.0,899159400.0,0.5663008475998644,172731146080.0,0.00021193893997000914,,0.5298584311923186,1.959424171036566
Brazil,BRA,1957,35974080.0,66660892,2793.0,36403864.0,130694860.0,944092400.0,0.5396579451712107,186183871356.0,0.00019321802548199454,,0.5461052636379363,1.9605927265419731
Brazil,BRA,1958,39053930.0,68735930,3005.0,38408210.0,134980720.0,1008911000.0,0.5681734429140626,206551469650.0,0.00018907602093646008,,0.5587792294364825,1.9637578192366059
Brazil,BRA,1959,39017080.0,70880824,3201.0,40166960.0,139322850.0,1054326340.0,0.5504603050325713,226889517624.0,0.00017196510622698258,,0.5666830284027172,1.9655929789980997
Brazil,BRA,1960,46851820.0,73092520,3398.0,41581420.0,144084930.0,1153745500.0,0.6409933601960912,248368382960.0,0.00018863842265923815,0.4990783653618769,0.5688874867086263,1.9712677849935945
Brazil,BRA,1961,49123428.0,75330010,3585.0,44679704.0,151435070.0,1229962600.0,0.6521096705018359,270058085850.0,0.00018189948967973105,,0.5931195814257824,2.010288728223984
Brazil,BRA,1962,53586084.0,77599224,3711.0,45958760.0,156606030.0,1288495100.0,0.6905492250798797,287970720264.0,0.0001860817098032551,,0.5922579844355145,2.018139124690216
Brazil,BRA,1963,55481404.0,79915560,3623.0,47552030.0,162687970.0,1327231100.0,0.6942503312246076,289534073880.0,0.00019162305581689416,,0.5950284275052318,2.0357483573912263
Brazil,BRA,1964,56566084.0,82262800,3637.0,48990040.0,168912030.0,1356764900.0,0.6876265334999538,299189803600.0,0.00018906421047565407,,0.5955309082598695,2.053322157767545
Brazil,BRA,1965,56204020.0,84623750,3617.0,50879230.0,175345900.0,1333923800.0,0.6641636656376018,306084103750.0,0.0001836227994574514,,0.6012405500819805,2.0720648754043633
